order_id,customer_id,segment,region,order_amount,order_status,order_date,churn_risk
52779,824,Starter,North,485.44,shipped,2024-03-27,High
52780,726,SMB,Central,83.89,completed,2024-03-27,High
52781,840,Starter,South,170.88,pending,2024-03-27,High
52782,273,SMB,Central,20.31,completed,2024-03-27,High
52783,587,Mid-Market,North,344.58,shipped,2024-03-27,High
52784,155,Enterprise,South,168.91,completed,2024-03-27,High
52785,821,SMB,South,169.74,completed,2024-03-28,High
52786,288,Starter,West,363.69,shipped,2024-03-28,High
52787,401,Mid-Market,Central,121.5,completed,2024-03-28,High
52788,810,Mid-Market,West,94.28,completed,2024-03-28,High
52789,355,Mid-Market,South,316.63,completed,2024-03-28,High
52790,291,Mid-Market,Central,218.46,completed,2024-03-28,High
52791,233,Starter,Central,461.32,cancelled,2024-03-28,High
52792,93,SMB,South,437.32,completed,2024-03-28,High
52793,1017,,,87.27,completed,2024-03-28,High
52794,653,Starter,East,103.86,completed,2024-03-28,High
52795,853,Mid-Market,South,59.35,completed,2024-03-28,High
52796,98,Starter,West,177.11,completed,2024-03-28,High
52797,839,Starter,West,83.01,completed,2024-03-28,High
52798,313,Mid-Market,West,246.34,cancelled,2024-03-28,High
52799,681,SMB,North,34.44,completed,2024-03-28,High
52800,492,Starter,East,33.56,completed,2024-03-28,High
52801,12,Enterprise,North,49.31,completed,2024-03-28,High
52802,771,Mid-Market,North,28.21,completed,2024-03-28,High
52803,878,Starter,North,160.15,completed,2024-03-28,High
52804,500,Enterprise,West,38.91,shipped,2024-03-28,High
52805,695,Mid-Market,Central,41.15,cancelled,2024-03-28,High
52806,818,Starter,Central,17.15,completed,2024-03-28,High
52807,218,SMB,East,243.55,completed,2024-03-28,High
52808,565,Starter,South,265.93,cancelled,2024-03-28,High
52809,849,Starter,South,41.51,completed,2024-03-28,High
52810,315,SMB,Central,216.79,completed,2024-03-28,High
52811,228,Starter,North,100.25,pending,2024-03-28,High
52812,1003,,,56.09,shipped,2024-03-28,High
52813,767,SMB,East,160.69,completed,2024-03-28,High
52814,536,Enterprise,East,44.49,completed,2024-03-28,High
52815,22,Mid-Market,East,227.13,completed,2024-03-28,High
52816,537,SMB,West,22.32,completed,2024-03-28,High
52817,395,Starter,West,494.61,shipped,2024-03-29,High
52818,9,Starter,West,26.19,completed,2024-03-29,High
52819,554,Starter,West,144.93,completed,2024-03-29,High
52820,573,Starter,West,363.72,completed,2024-03-29,High
52821,179,Enterprise,East,16.8,completed,2024-03-29,High
52822,483,Starter,East,118.53,completed,2024-03-29,High
52823,358,Starter,South,79.62,shipped,2024-03-29,High
52824,805,Starter,East,145.24,completed,2024-03-29,High
52825,271,SMB,North,53.32,completed,2024-03-29,High
52826,256,Starter,West,25.07,completed,2024-03-29,High
52827,583,Starter,South,162.5,shipped,2024-03-29,High
52828,164,Starter,Central,95.9,completed,2024-03-29,High
52829,478,Starter,East,161.12,completed,2024-03-29,High
52830,455,Mid-Market,Central,50.46,completed,2024-03-29,High
52831,887,Starter,West,77.04,completed,2024-03-29,High
52832,291,Mid-Market,Central,138.72,shipped,2024-03-29,High
52833,541,Enterprise,South,149.88,completed,2024-03-29,High
52834,349,Starter,West,84.86,shipped,2024-03-29,High
52835,331,Starter,Central,64.29,pending,2024-03-29,High
52836,279,SMB,East,62.97,cancelled,2024-03-29,High
52837,119,SMB,East,43.8,completed,2024-03-29,High
52838,357,Mid-Market,North,74.05,completed,2024-03-29,High
52839,135,Enterprise,East,48.37,completed,2024-03-29,High
52840,824,Starter,North,165.69,completed,2024-03-29,High
52841,481,Starter,West,141.27,shipped,2024-03-29,High
52842,216,Mid-Market,South,87.33,pending,2024-03-29,High
52843,613,Starter,West,74.14,completed,2024-03-29,High
52844,883,Mid-Market,Central,55.7,completed,2024-03-29,High
52845,13,SMB,Central,130.01,completed,2024-03-29,High
52846,856,Mid-Market,North,391.82,completed,2024-03-29,High
52847,882,Starter,South,188.61,shipped,2024-03-29,High
52848,202,Mid-Market,Central,219.63,completed,2024-03-29,High
52849,621,Mid-Market,North,284.71,completed,2024-03-30,High
52850,63,SMB,West,80.0,completed,2024-03-30,High
52851,575,SMB,North,24.74,cancelled,2024-03-30,High
52852,73,Mid-Market,North,161.15,completed,2024-03-30,High
52853,304,Starter,West,46.36,pending,2024-03-30,High
52854,416,Starter,Central,141.26,shipped,2024-03-30,High
52855,330,Mid-Market,Central,216.78,completed,2024-03-30,High
52856,615,SMB,Central,244.62,completed,2024-03-30,High
52857,294,Starter,North,68.9,completed,2024-03-30,High
52858,778,SMB,Central,122.75,completed,2024-03-30,High
52859,405,Starter,South,160.52,pending,2024-03-30,High
52860,44,Enterprise,West,271.79,completed,2024-03-30,High
52861,302,Starter,West,229.94,completed,2024-03-30,High
52862,555,SMB,South,678.12,completed,2024-03-30,High
52863,857,Mid-Market,Central,16.22,completed,2024-03-30,High
52864,432,SMB,West,101.3,completed,2024-03-30,High
52865,129,Mid-Market,East,59.37,completed,2024-03-30,High
52866,340,Mid-Market,Central,34.16,completed,2024-03-30,High
52867,660,Starter,West,378.74,completed,2024-03-30,High
52868,72,Mid-Market,South,944.37,completed,2024-03-30,High
52869,239,Starter,East,44.88,completed,2024-03-30,High
52870,319,Mid-Market,South,20.88,completed,2024-03-30,High
52871,156,Mid-Market,North,63.25,pending,2024-03-30,High
52872,211,Starter,West,285.15,completed,2024-03-30,High
52873,695,Mid-Market,Central,67.2,completed,2024-03-30,High
52874,496,Starter,West,23.79,completed,2024-03-30,High
52875,385,SMB,West,23.09,completed,2024-03-30,High
52876,143,Starter,South,98.64,completed,2024-03-30,High
52877,333,Mid-Market,East,417.85,cancelled,2024-03-30,High
52878,559,SMB,Central,65.51,completed,2024-03-30,High
52879,191,Mid-Market,Central,98.57,completed,2024-03-30,High
52880,508,SMB,East,31.13,completed,2024-03-30,High
52881,90,Starter,West,117.06,completed,2024-03-31,High
52882,831,Mid-Market,East,193.88,completed,2024-03-31,High
52883,863,Starter,South,62.44,completed,2024-03-31,High
52884,578,Enterprise,North,67.8,cancelled,2024-03-31,High
52885,614,Mid-Market,South,291.75,completed,2024-03-31,High
52886,201,Starter,East,16.56,completed,2024-03-31,High
52887,160,SMB,East,166.78,pending,2024-03-31,High
52888,746,SMB,Central,90.1,shipped,2024-03-31,High
52889,194,Starter,North,68.15,cancelled,2024-03-31,High
52890,279,SMB,East,175.76,completed,2024-03-31,High
52891,303,Starter,South,284.97,completed,2024-03-31,High
52892,400,SMB,West,137.6,shipped,2024-03-31,High
52893,195,Starter,Central,19.74,completed,2024-03-31,High
52894,340,Mid-Market,Central,107.82,completed,2024-03-31,High
52895,266,SMB,Central,108.2,shipped,2024-03-31,High
52896,276,Starter,South,132.72,completed,2024-03-31,High
52897,265,SMB,South,181.74,pending,2024-03-31,High
52898,792,Starter,West,17.93,cancelled,2024-03-31,High
52899,111,Starter,South,119.58,pending,2024-03-31,High
52900,495,Starter,South,148.12,completed,2024-03-31,High
52901,846,Starter,South,78.09,completed,2024-03-31,High
52902,403,Starter,Central,180.56,shipped,2024-03-31,High
52903,672,SMB,East,53.85,cancelled,2024-03-31,High
52904,659,Starter,East,72.27,completed,2024-03-31,High
52905,563,Mid-Market,South,508.54,completed,2024-03-31,High
52906,886,Mid-Market,North,79.17,pending,2024-03-31,High
52907,663,Starter,East,78.81,completed,2024-03-31,High
52908,651,Mid-Market,Central,150.83,completed,2024-03-31,High
52909,613,Starter,West,545.94,completed,2024-03-31,High
52910,790,Enterprise,South,626.89,completed,2024-03-31,High
52911,709,Starter,North,145.0,shipped,2024-03-31,High
52912,100,Mid-Market,Central,15.16,completed,2024-03-31,High
52913,1001,,,361.38,completed,2024-04-01,High
52914,399,SMB,West,141.68,completed,2024-04-01,High
52915,726,SMB,Central,83.36,completed,2024-04-01,High
52916,498,Mid-Market,North,280.09,completed,2024-04-01,High
52917,324,Starter,West,91.58,shipped,2024-04-01,High
52918,114,SMB,North,20.2,completed,2024-04-01,High
52919,477,Mid-Market,North,273.12,completed,2024-04-01,High
52920,830,Starter,South,133.4,completed,2024-04-01,High
52921,95,SMB,Central,76.91,completed,2024-04-01,High
52922,193,Enterprise,Central,58.33,completed,2024-04-01,High
52923,424,Starter,Central,150.14,completed,2024-04-01,High
52924,54,SMB,East,49.99,completed,2024-04-01,High
52925,276,Starter,South,73.7,completed,2024-04-01,High
52926,822,Mid-Market,Central,166.81,completed,2024-04-01,High
52927,651,Mid-Market,Central,334.98,pending,2024-04-01,High
52928,26,SMB,South,129.18,shipped,2024-04-01,High
52929,677,Mid-Market,North,228.51,completed,2024-04-01,High
52930,202,Mid-Market,Central,230.99,completed,2024-04-01,High
52931,849,Starter,South,178.75,pending,2024-04-01,High
52932,272,SMB,Central,57.32,completed,2024-04-01,High
52933,206,Mid-Market,South,317.37,shipped,2024-04-01,High
52934,428,SMB,North,100.98,completed,2024-04-01,High
52935,766,Starter,North,21.78,completed,2024-04-01,High
52936,554,Starter,West,57.08,pending,2024-04-01,High
52937,528,Starter,North,232.58,completed,2024-04-01,High
52938,870,Enterprise,Central,25.75,completed,2024-04-01,High
52939,726,SMB,Central,38.91,pending,2024-04-01,High
52940,19,Starter,South,192.74,shipped,2024-04-01,High
52941,762,Starter,North,349.68,completed,2024-04-01,High
52942,5,Mid-Market,Central,165.66,completed,2024-04-01,High
52943,853,Mid-Market,South,52.71,completed,2024-04-01,High
52944,527,Starter,Central,23.23,shipped,2024-04-01,High
52945,804,Starter,West,158.23,cancelled,2024-04-02,High
52946,725,Starter,South,22.28,shipped,2024-04-02,High
52947,229,SMB,South,157.29,shipped,2024-04-02,High
52948,869,SMB,North,53.35,completed,2024-04-02,High
52949,259,Starter,North,367.54,shipped,2024-04-02,High
52950,751,Mid-Market,North,111.68,shipped,2024-04-02,High
52951,672,SMB,East,53.03,shipped,2024-04-02,High
52952,43,Mid-Market,North,302.75,completed,2024-04-02,High
52953,99,Mid-Market,East,58.96,pending,2024-04-02,High
52954,191,Mid-Market,Central,69.92,completed,2024-04-02,High
52955,651,Mid-Market,Central,284.62,completed,2024-04-02,High
52956,540,Mid-Market,Central,70.4,completed,2024-04-02,High
52957,103,Starter,West,94.19,completed,2024-04-02,High
52958,323,Starter,North,79.08,completed,2024-04-02,High
52959,75,SMB,Central,33.56,shipped,2024-04-02,High
52960,380,Starter,North,20.95,completed,2024-04-02,High
52961,619,SMB,North,208.4,completed,2024-04-02,High
52962,237,Starter,South,170.4,completed,2024-04-02,High
52963,863,Starter,South,64.77,pending,2024-04-02,High
52964,452,Starter,East,67.56,completed,2024-04-02,High
52965,626,Starter,East,450.08,completed,2024-04-02,High
52966,743,SMB,North,674.37,completed,2024-04-02,High
52967,509,Enterprise,Central,111.21,completed,2024-04-02,High
52968,633,Starter,South,258.27,shipped,2024-04-02,High
52969,468,SMB,Central,215.16,pending,2024-04-02,High
52970,620,SMB,North,67.93,shipped,2024-04-02,High
52971,540,Mid-Market,Central,24.05,completed,2024-04-02,High
52972,492,Starter,East,38.07,completed,2024-04-02,High
52973,857,Mid-Market,Central,288.3,completed,2024-04-02,High
52974,214,Mid-Market,Central,212.08,completed,2024-04-02,High
52975,648,Starter,West,178.75,completed,2024-04-02,High
52976,114,SMB,North,36.0,completed,2024-04-02,High
52977,525,SMB,West,168.22,completed,2024-04-03,High
52978,205,Starter,East,236.86,cancelled,2024-04-03,High
52979,800,Enterprise,North,310.56,shipped,2024-04-03,High
52980,618,Starter,Central,17.0,completed,2024-04-03,High
52981,374,Starter,North,188.03,completed,2024-04-03,High
52982,443,Starter,West,17.89,cancelled,2024-04-03,High
52983,75,SMB,Central,199.07,completed,2024-04-03,High
52984,675,Starter,South,166.43,shipped,2024-04-03,High
52985,495,Starter,South,39.09,completed,2024-04-03,High
52986,789,Starter,East,232.94,pending,2024-04-03,High
52987,79,Starter,Central,25.62,shipped,2024-04-03,High
52988,548,Starter,North,277.65,completed,2024-04-03,High
52989,426,Starter,North,60.56,completed,2024-04-03,High
52990,596,Starter,East,190.12,completed,2024-04-03,High
52991,665,Mid-Market,Central,400.94,pending,2024-04-03,High
52992,795,Mid-Market,Central,77.29,completed,2024-04-03,High
52993,524,SMB,Central,119.84,completed,2024-04-03,High
52994,87,SMB,North,108.3,completed,2024-04-03,High
52995,833,Mid-Market,North,40.73,pending,2024-04-03,High
52996,106,Mid-Market,West,148.85,shipped,2024-04-03,High
52997,845,Mid-Market,West,218.8,completed,2024-04-03,High
52998,287,Starter,East,388.11,completed,2024-04-03,High
52999,715,Starter,East,300.37,completed,2024-04-03,High
53000,900,Mid-Market,West,122.01,completed,2024-04-03,High
53001,336,Mid-Market,Central,205.42,completed,2024-04-03,High
53002,332,SMB,South,257.0,completed,2024-04-03,High
53003,500,Enterprise,West,117.03,cancelled,2024-04-03,High
53004,405,Starter,South,33.4,completed,2024-04-03,High
53005,883,Mid-Market,Central,101.42,shipped,2024-04-03,High
53006,494,Mid-Market,Central,292.23,completed,2024-04-03,High
53007,404,SMB,East,151.19,completed,2024-04-03,High
53008,552,SMB,West,208.35,completed,2024-04-03,High
53009,284,Mid-Market,Central,45.73,completed,2024-04-04,High
53010,449,Starter,South,515.05,completed,2024-04-04,High
53011,662,Enterprise,Central,92.65,pending,2024-04-04,High
53012,889,Mid-Market,West,174.04,completed,2024-04-04,High
53013,248,Enterprise,South,17.86,completed,2024-04-04,High
53014,618,Starter,Central,35.43,pending,2024-04-04,High
53015,299,Starter,East,243.51,completed,2024-04-04,High
53016,100,Mid-Market,Central,531.16,completed,2024-04-04,High
53017,1020,,,72.86,completed,2024-04-04,High
53018,428,SMB,North,20.68,shipped,2024-04-04,High
53019,7,Mid-Market,South,82.15,shipped,2024-04-04,High
53020,883,Mid-Market,Central,17.64,completed,2024-04-04,High
53021,217,Starter,Central,47.05,completed,2024-04-04,High
53022,7,Mid-Market,South,224.43,shipped,2024-04-04,High
53023,212,Starter,South,429.9,pending,2024-04-04,High
53024,429,Starter,Central,28.73,completed,2024-04-04,High
53025,858,Starter,East,137.43,pending,2024-04-04,High
53026,673,Mid-Market,South,58.93,completed,2024-04-04,High
53027,1018,,,37.46,completed,2024-04-04,High
53028,41,Mid-Market,South,52.07,completed,2024-04-04,High
53029,598,Mid-Market,South,144.33,completed,2024-04-04,High
53030,42,Starter,West,25.1,completed,2024-04-04,High
53031,497,Starter,North,100.43,pending,2024-04-04,High
53032,805,Starter,East,36.79,completed,2024-04-04,High
53033,450,Mid-Market,West,62.76,completed,2024-04-04,High
53034,411,Starter,East,46.75,completed,2024-04-04,High
53035,25,Starter,Central,336.81,shipped,2024-04-04,High
53036,803,Starter,West,199.66,pending,2024-04-04,High
53037,726,SMB,Central,319.27,completed,2024-04-04,High
53038,736,SMB,West,87.55,completed,2024-04-04,High
53039,68,SMB,West,71.4,completed,2024-04-04,High
53040,58,Mid-Market,Central,86.85,completed,2024-04-04,High
53041,124,Mid-Market,East,17.81,completed,2024-04-05,High
53042,740,Starter,Central,208.49,completed,2024-04-05,High
53043,181,Starter,East,79.56,shipped,2024-04-05,High
53044,882,Starter,South,71.38,completed,2024-04-05,High
53045,29,Starter,South,151.75,completed,2024-04-05,High
53046,788,Starter,North,100.97,completed,2024-04-05,High
53047,161,Starter,South,608.27,completed,2024-04-05,High
53048,360,Starter,North,81.07,completed,2024-04-05,High
53049,527,Starter,Central,157.75,completed,2024-04-05,High
53050,270,Starter,Central,71.02,shipped,2024-04-05,High
53051,257,Enterprise,Central,714.98,completed,2024-04-05,High
53052,499,Enterprise,Central,103.35,completed,2024-04-05,High
53053,52,SMB,West,165.82,completed,2024-04-05,High
53054,611,Mid-Market,Central,35.33,cancelled,2024-04-05,High
53055,449,Starter,South,213.09,completed,2024-04-05,High
53056,163,Starter,East,62.04,pending,2024-04-05,High
53057,253,SMB,East,104.3,completed,2024-04-05,High
53058,137,Starter,Central,337.01,completed,2024-04-05,High
53059,313,Mid-Market,West,543.77,shipped,2024-04-05,High
53060,141,Enterprise,West,97.9,completed,2024-04-05,High
53061,187,SMB,North,285.09,completed,2024-04-05,High
53062,846,Starter,South,23.22,completed,2024-04-05,High
53063,25,Starter,Central,297.16,pending,2024-04-05,High
53064,172,Mid-Market,Central,163.94,completed,2024-04-05,High
53065,260,Mid-Market,East,115.62,completed,2024-04-05,High
53066,755,Mid-Market,East,346.04,completed,2024-04-05,High
53067,593,Mid-Market,Central,294.98,completed,2024-04-05,High
53068,289,Starter,East,67.85,completed,2024-04-05,High
53069,294,Starter,North,250.16,completed,2024-04-05,High
53070,283,Starter,West,30.72,completed,2024-04-05,High
53071,117,SMB,North,274.54,completed,2024-04-05,High
53072,245,Mid-Market,South,183.8,completed,2024-04-05,High
53073,761,Mid-Market,Central,28.8,completed,2024-04-06,High
53074,854,SMB,East,187.37,completed,2024-04-06,High
53075,884,Mid-Market,South,145.31,cancelled,2024-04-06,High
53076,850,Starter,South,150.41,shipped,2024-04-06,High
53077,387,Starter,East,66.56,completed,2024-04-06,High
53078,265,SMB,South,61.49,shipped,2024-04-06,High
53079,81,SMB,West,230.66,pending,2024-04-06,High
53080,138,SMB,Central,59.52,completed,2024-04-06,High
53081,156,Mid-Market,North,103.66,completed,2024-04-06,High
53082,849,Starter,South,193.01,completed,2024-04-06,High
53083,724,SMB,North,27.44,pending,2024-04-06,High
53084,444,Starter,South,150.41,completed,2024-04-06,High
53085,1013,,,148.51,completed,2024-04-06,High
53086,590,Mid-Market,North,187.91,completed,2024-04-06,High
53087,556,Starter,South,84.29,shipped,2024-04-06,High
53088,770,SMB,Central,104.4,completed,2024-04-06,High
53089,655,Starter,West,75.06,shipped,2024-04-06,High
53090,245,Mid-Market,South,262.67,shipped,2024-04-06,High
53091,726,SMB,Central,35.99,completed,2024-04-06,High
53092,620,SMB,North,509.34,completed,2024-04-06,High
53093,580,Starter,Central,166.11,completed,2024-04-06,High
53094,23,Starter,South,341.93,pending,2024-04-06,High
53095,322,SMB,North,98.33,shipped,2024-04-06,High
53096,889,Mid-Market,West,75.58,pending,2024-04-06,High
53097,276,Starter,South,361.48,completed,2024-04-06,High
53098,188,Starter,East,30.62,completed,2024-04-06,High
53099,444,Starter,South,33.68,completed,2024-04-06,High
53100,596,Starter,East,68.36,completed,2024-04-06,High
53101,360,Starter,North,496.99,pending,2024-04-06,High
53102,832,Starter,North,165.39,completed,2024-04-06,High
53103,533,Enterprise,Central,136.18,completed,2024-04-06,High
53104,144,Starter,East,198.3,completed,2024-04-06,High
53105,260,Mid-Market,East,96.06,completed,2024-04-07,High
53106,14,Mid-Market,South,227.87,completed,2024-04-07,High
53107,182,Mid-Market,Central,89.94,completed,2024-04-07,High
53108,893,SMB,West,277.62,shipped,2024-04-07,High
53109,511,Starter,West,61.65,completed,2024-04-07,High
53110,337,SMB,South,63.77,completed,2024-04-07,High
53111,188,Starter,East,125.84,completed,2024-04-07,High
53112,243,Enterprise,South,99.52,shipped,2024-04-07,High
53113,768,SMB,North,171.67,completed,2024-04-07,High
53114,782,Starter,Central,82.95,pending,2024-04-07,High
53115,760,SMB,West,54.31,completed,2024-04-07,High
53116,885,SMB,West,110.18,completed,2024-04-07,High
53117,130,Starter,South,138.47,completed,2024-04-07,High
53118,83,Starter,Central,38.08,completed,2024-04-07,High
53119,661,Starter,Central,137.03,shipped,2024-04-07,High
53120,212,Starter,South,72.69,completed,2024-04-07,High
53121,209,Mid-Market,Central,89.75,completed,2024-04-07,High
53122,214,Mid-Market,Central,64.13,completed,2024-04-07,High
53123,482,Starter,South,416.94,pending,2024-04-07,High
53124,677,Mid-Market,North,187.49,pending,2024-04-07,High
53125,505,Starter,West,60.67,completed,2024-04-07,High
53126,444,Starter,South,170.36,completed,2024-04-07,High
53127,175,Starter,Central,298.15,shipped,2024-04-07,High
53128,606,Starter,East,92.03,shipped,2024-04-07,High
53129,647,Starter,South,280.76,completed,2024-04-07,High
53130,267,Starter,West,40.16,completed,2024-04-07,High
53131,191,Mid-Market,Central,274.56,shipped,2024-04-07,High
53132,72,Mid-Market,South,131.58,completed,2024-04-07,High
53133,311,Starter,East,52.84,completed,2024-04-07,High
53134,896,Mid-Market,West,93.42,shipped,2024-04-07,High
53135,166,SMB,South,678.34,completed,2024-04-07,High
53136,49,Starter,North,244.56,pending,2024-04-07,High
53137,452,Starter,East,143.38,completed,2024-04-08,High
53138,798,Starter,North,33.35,pending,2024-04-08,High
53139,507,Enterprise,North,96.14,completed,2024-04-08,High
53140,343,Mid-Market,West,60.79,shipped,2024-04-08,High
53141,45,Starter,Central,26.05,completed,2024-04-08,High
53142,828,Starter,North,132.2,completed,2024-04-08,High
53143,318,Mid-Market,West,344.98,completed,2024-04-08,High
53144,254,Starter,West,183.87,shipped,2024-04-08,High
53145,182,Mid-Market,Central,58.09,completed,2024-04-08,High
53146,283,Starter,West,142.85,completed,2024-04-08,High
53147,6,Mid-Market,North,445.32,completed,2024-04-08,High
53148,381,Mid-Market,North,207.51,completed,2024-04-08,High
53149,566,Starter,East,190.42,completed,2024-04-08,High
53150,676,Enterprise,South,532.05,cancelled,2024-04-08,High
53151,79,Starter,Central,255.57,completed,2024-04-08,High
53152,352,SMB,West,37.04,completed,2024-04-08,High
53153,478,Starter,East,79.07,cancelled,2024-04-08,High
53154,617,Mid-Market,West,518.47,completed,2024-04-08,High
53155,619,SMB,North,115.92,completed,2024-04-08,High
53156,606,Starter,East,32.76,completed,2024-04-08,High
53157,695,Mid-Market,Central,107.04,completed,2024-04-08,High
53158,242,Enterprise,North,194.1,completed,2024-04-08,High
53159,658,Starter,East,916.64,completed,2024-04-08,High
53160,682,Starter,East,73.71,shipped,2024-04-08,High
53161,210,Mid-Market,South,123.26,completed,2024-04-08,High
53162,465,Enterprise,South,332.64,completed,2024-04-08,High
53163,111,Starter,South,80.84,pending,2024-04-08,High
53164,271,SMB,North,32.36,completed,2024-04-08,High
53165,800,Enterprise,North,461.2,pending,2024-04-08,High
53166,802,Mid-Market,North,115.54,completed,2024-04-08,High
53167,88,Starter,North,119.81,completed,2024-04-08,High
53168,163,Starter,East,160.61,completed,2024-04-08,High
53169,1006,,,15.53,completed,2024-04-09,High
53170,412,Enterprise,West,416.33,completed,2024-04-09,High
53171,449,Starter,South,82.28,completed,2024-04-09,High
53172,152,Mid-Market,North,90.86,completed,2024-04-09,High
53173,873,Starter,North,43.69,completed,2024-04-09,High
53174,586,Mid-Market,South,86.26,completed,2024-04-09,High
53175,111,Starter,South,259.4,completed,2024-04-09,High
53176,15,Mid-Market,South,256.41,completed,2024-04-09,High
53177,423,Mid-Market,East,426.86,completed,2024-04-09,High
53178,421,SMB,South,92.43,completed,2024-04-09,High
53179,587,Mid-Market,North,200.02,completed,2024-04-09,High
53180,571,Starter,South,121.16,completed,2024-04-09,High
53181,890,Mid-Market,West,259.46,completed,2024-04-09,High
53182,104,Starter,West,202.0,completed,2024-04-09,High
53183,893,SMB,West,83.81,cancelled,2024-04-09,High
53184,399,SMB,West,76.57,completed,2024-04-09,High
53185,679,Enterprise,West,58.64,completed,2024-04-09,High
53186,758,Starter,South,143.89,pending,2024-04-09,High
53187,302,Starter,West,512.98,pending,2024-04-09,High
53188,174,Mid-Market,South,48.48,pending,2024-04-09,Low
53189,355,Mid-Market,South,30.01,completed,2024-04-09,High
53190,873,Starter,North,34.07,completed,2024-04-09,High
53191,263,Mid-Market,South,244.25,shipped,2024-04-09,High
53192,526,Starter,South,79.64,shipped,2024-04-09,High
53193,134,Starter,North,53.11,completed,2024-04-09,High
53194,371,Mid-Market,South,80.28,completed,2024-04-09,High
53195,207,Mid-Market,South,170.49,cancelled,2024-04-09,High
53196,476,Enterprise,South,133.71,completed,2024-04-09,High
53197,491,Starter,South,219.15,completed,2024-04-09,High
53198,268,SMB,North,77.12,completed,2024-04-09,High
53199,59,Mid-Market,Central,105.23,completed,2024-04-09,High
53200,533,Enterprise,Central,31.13,completed,2024-04-09,High
53201,663,Starter,East,26.38,completed,2024-04-10,High
53202,891,SMB,West,108.06,cancelled,2024-04-10,High
53203,450,Mid-Market,West,68.84,completed,2024-04-10,High
53204,566,Starter,East,157.32,completed,2024-04-10,High
53205,807,Enterprise,West,21.59,shipped,2024-04-10,High
53206,855,Mid-Market,West,34.48,completed,2024-04-10,High
53207,211,Starter,West,315.58,completed,2024-04-10,High
53208,639,Starter,North,140.31,completed,2024-04-10,High
53209,405,Starter,South,201.75,completed,2024-04-10,High
53210,313,Mid-Market,West,291.75,completed,2024-04-10,High
53211,73,Mid-Market,North,108.5,completed,2024-04-10,High
53212,366,Starter,South,229.73,pending,2024-04-10,High
53213,670,Starter,Central,126.54,shipped,2024-04-10,High
53214,124,Mid-Market,East,52.8,completed,2024-04-10,High
53215,228,Starter,North,76.8,completed,2024-04-10,High
53216,428,SMB,North,116.1,completed,2024-04-10,High
53217,427,Starter,West,72.16,completed,2024-04-10,High
53218,678,Starter,Central,76.31,completed,2024-04-10,High
53219,540,Mid-Market,Central,76.74,pending,2024-04-10,High
53220,737,Starter,East,34.66,completed,2024-04-10,High
53221,492,Starter,East,28.27,completed,2024-04-10,High
53222,381,Mid-Market,North,22.14,completed,2024-04-10,High
53223,370,Mid-Market,South,32.64,completed,2024-04-10,High
53224,233,Starter,Central,78.17,shipped,2024-04-10,High
53225,785,Mid-Market,South,150.16,pending,2024-04-10,High
53226,791,Mid-Market,West,46.27,completed,2024-04-10,High
53227,806,SMB,Central,343.4,completed,2024-04-10,High
53228,592,Starter,North,262.84,cancelled,2024-04-10,High
53229,671,Mid-Market,West,125.26,shipped,2024-04-10,High
53230,523,Enterprise,North,208.22,cancelled,2024-04-10,High
53231,780,Starter,East,83.43,completed,2024-04-10,High
53232,750,Starter,Central,20.62,completed,2024-04-10,High
53233,246,Enterprise,East,367.03,completed,2024-04-11,High
53234,166,SMB,South,35.51,completed,2024-04-11,High
53235,637,Starter,Central,458.3,shipped,2024-04-11,High
53236,405,Starter,South,142.25,completed,2024-04-11,High
53237,163,Starter,East,69.7,completed,2024-04-11,High
53238,85,Starter,North,117.64,completed,2024-04-11,High
53239,776,Mid-Market,West,119.46,shipped,2024-04-11,High
53240,132,Mid-Market,South,18.53,completed,2024-04-11,High
53241,654,SMB,Central,80.88,completed,2024-04-11,High
53242,468,SMB,Central,216.98,completed,2024-04-11,High
53243,803,Starter,West,122.02,completed,2024-04-11,High
53244,853,Mid-Market,South,57.0,completed,2024-04-11,High
53245,343,Mid-Market,West,76.22,completed,2024-04-11,High
53246,729,Mid-Market,West,313.23,pending,2024-04-11,High
53247,763,Mid-Market,West,126.84,completed,2024-04-11,High
53248,480,Starter,North,127.73,completed,2024-04-11,High
53249,658,Starter,East,503.44,cancelled,2024-04-11,High
53250,822,Mid-Market,Central,73.04,cancelled,2024-04-11,High
53251,587,Mid-Market,North,112.96,completed,2024-04-11,High
53252,214,Mid-Market,Central,265.47,completed,2024-04-11,High
53253,109,Mid-Market,East,228.39,completed,2024-04-11,High
53254,803,Starter,West,61.35,completed,2024-04-11,High
53255,823,Starter,West,39.57,cancelled,2024-04-11,High
53256,48,Starter,South,195.95,shipped,2024-04-11,High
53257,776,Mid-Market,West,59.69,completed,2024-04-11,High
53258,652,Starter,Central,398.96,completed,2024-04-11,High
53259,187,SMB,North,35.76,completed,2024-04-11,High
53260,596,Starter,East,72.48,completed,2024-04-11,High
53261,762,Starter,North,23.45,completed,2024-04-11,High
53262,855,Mid-Market,West,197.26,completed,2024-04-11,High
53263,580,Starter,Central,347.82,completed,2024-04-11,High
53264,476,Enterprise,South,166.54,completed,2024-04-11,High
53265,850,Starter,South,431.5,completed,2024-04-12,High
53266,116,SMB,North,35.63,completed,2024-04-12,High
53267,88,Starter,North,28.77,completed,2024-04-12,High
53268,550,SMB,South,288.41,pending,2024-04-12,High
